idade,renda_anual,situacao_moradia,tempo_emprego_anos,motivo_emprestimo,nota_risco,valor_emprestimo,taxa_juros,inadimplencia,comprometimento_renda%,historico_inadimplencia,anos_historico_credito,renda_mensal,faixa_etaria
22,39000,Aluguel,1,Empreendimento,D,7500,15.190242179616549,Inadimplente,0.19,S,4,3250,Até 25 anos
24,57000,Financiada,8,Educação,A,6000,5.99,Não Inadimplente,0.11,N,3,4750,Até 25 anos
26,57000,Financiada,4,Educação,C,12000,13.49,Não Inadimplente,0.21,S,2,4750,26-35 anos
22,57000,Financiada,1,Empreendimento,A,3200,5.99,Não Inadimplente,0.06,N,4,4750,Até 25 anos
26,45450,Aluguel,2,Saúde,B,7500,11.14,Não Inadimplente,0.17,N,3,3788,26-35 anos
22,45600,Aluguel,6,Educação,C,7500,9.83738138593829,Não Inadimplente,0.16,N,4,3800,Até 25 anos
23,57000,Financiada,0,Empreendimento,B,20000,11.99,Não Inadimplente,0.35,N,2,4750,Até 25 anos
26,46800,Aluguel,6,Consolidação de Dividas,B,7500,9.99,Não Inadimplente,0.16,N,3,3900,26-35 anos
21,47500,Aluguel,2,Consolidação de Dividas,B,7500,10.99,Não Inadimplente,0.16,N,2,3958,Até 25 anos
23,57000,Financiada,7,Pessoal,A,9250,5.99,Não Inadimplente,0.16,N,4,4750,Até 25 anos
25,57000,Própria,9,Saúde,B,12000,10.59,Não Inadimplente,0.21,N,3,4750,Até 25 anos
23,48000,Aluguel,4,Saúde,A,7500,5.79,Não Inadimplente,0.16,N,4,4000,Até 25 anos
22,42000,Aluguel,7,Consolidação de Dividas,E,7500,17.04,Inadimplente,0.18,N,2,3500,Até 25 anos
25,48000,Aluguel,9,Consolidação de Dividas,C,7500,12.53,Não Inadimplente,0.16,N,3,4000,Até 25 anos
23,57000,Financiada,1,Saúde,C,4200,12.68,Não Inadimplente,0.07,S,4,4750,Até 25 anos
24,57000,Financiada,5,Educação,A,8000,5.42,Não Inadimplente,0.14,N,3,4750,Até 25 anos
24,57000,Financiada,8,Empreendimento,D,14000,14.91,Não Inadimplente,0.25,N,4,4750,Até 25 anos
23,57000,Financiada,5,Empreendimento,B,18000,11.11,Não Inadimplente,0.32,N,2,4750,Até 25 anos
25,48659,Aluguel,4,Educação,B,7500,9.83738138593829,Não Inadimplente,0.15,N,4,4055,Até 25 anos
23,57000,Financiada,6,Pessoal,A,7000,9.83738138593829,Não Inadimplente,0.12,N,2,4750,Até 25 anos
22,49000,Aluguel,7,Pessoal,A,7500,6.62,Não Inadimplente,0.15,N,3,4083,Até 25 anos
25,57000,Financiada,5,Reforma,D,11200,14.46,Não Inadimplente,0.2,S,4,4750,Até 25 anos
22,43000,Aluguel,1,Empreendimento,D,7500,14.96,Inadimplente,0.17,N,3,3583,Até 25 anos
21,44000,Aluguel,5,Saúde,A,7500,7.9,Inadimplente,0.17,N,3,3667,Até 25 anos
25,50000,Aluguel,3,Pessoal,B,7500,10.99,Não Inadimplente,0.15,N,2,4167,Até 25 anos
23,57000,Financiada,6,Educação,D,17500,14.09,Não Inadimplente,0.31,S,3,4750,Até 25 anos
26,44000,Aluguel,0,Reforma,E,7500,16.4,Inadimplente,0.17,N,3,3667,26-35 anos
22,50000,Aluguel,1,Saúde,A,7500,8.94,Não Inadimplente,0.15,N,3,4167,Até 25 anos
25,44000,Aluguel,7,Saúde,C,7500,13.92,Inadimplente,0.17,N,3,3667,Até 25 anos
23,44000,Aluguel,0,Empreendimento,E,7500,16.0,Inadimplente,0.17,N,4,3667,Até 25 anos
22,51000,Financiada,3,Reforma,B,12000,11.86,Inadimplente,0.24,N,3,4250,Até 25 anos
24,50000,Aluguel,2,Reforma,B,7500,10.01,Não Inadimplente,0.15,N,3,4167,Até 25 anos
22,57000,Financiada,6,Educação,A,7000,7.14,Não Inadimplente,0.12,N,3,4750,Até 25 anos
25,57000,Própria,5,Pessoal,C,12000,13.23,Não Inadimplente,0.21,N,3,4750,Até 25 anos
22,50000,Aluguel,1,Pessoal,A,7500,8.32,Não Inadimplente,0.15,N,4,4167,Até 25 anos
26,51000,Financiada,5,Saúde,D,7000,15.21,Inadimplente,0.14,N,4,4250,26-35 anos
22,57000,Financiada,5,Pessoal,B,7500,11.86,Não Inadimplente,0.13,N,3,4750,Até 25 anos
22,44400,Aluguel,4,Consolidação de Dividas,A,7500,8.49,Inadimplente,0.17,N,4,3700,Até 25 anos
22,57000,Financiada,5,Pessoal,B,7500,10.25,Não Inadimplente,0.13,N,2,4750,Até 25 anos
22,50663,Aluguel,0,Consolidação de Dividas,C,7500,13.22,Não Inadimplente,0.15,N,3,4222,Até 25 anos
26,51000,Financiada,10,Saúde,D,13000,15.33,Inadimplente,0.25,S,3,4250,26-35 anos
22,51000,Aluguel,6,Pessoal,A,7500,5.99,Não Inadimplente,0.15,N,2,4250,Até 25 anos
22,57000,Financiada,6,Educação,B,11400,12.53,Não Inadimplente,0.2,N,3,4750,Até 25 anos
22,51000,Aluguel,6,Educação,C,7500,9.83738138593829,Não Inadimplente,0.15,N,4,4250,Até 25 anos
23,52000,Aluguel,7,Empreendimento,B,7500,10.38,Não Inadimplente,0.14,N,2,4333,Até 25 anos
25,53000,Aluguel,0,Educação,B,7500,10.39,Não Inadimplente,0.14,N,4,4417,Até 25 anos
24,55000,Aluguel,0,Educação,A,7500,6.03,Não Inadimplente,0.14,N,3,4583,Até 25 anos
24,51000,Financiada,8,Consolidação de Dividas,B,12000,12.118277554663097,Inadimplente,0.24,N,3,4250,Até 25 anos
22,55000,Aluguel,6,Consolidação de Dividas,A,7500,6.03,Não Inadimplente,0.14,N,2,4583,Até 25 anos
26,57000,Financiada,10,Empreendimento,B,2500,11.58,Não Inadimplente,0.04,N,3,4750,26-35 anos
24,57000,Própria,8,Educação,A,9000,8.0,Não Inadimplente,0.16,N,4,4750,Até 25 anos
21,55000,Aluguel,1,Educação,A,7500,7.88,Não Inadimplente,0.14,N,2,4583,Até 25 anos
24,57000,Financiada,3,Empreendimento,A,5500,8.0,Não Inadimplente,0.1,N,3,4750,Até 25 anos
23,57000,Própria,7,Educação,B,4200,10.51,Não Inadimplente,0.07,N,3,4750,Até 25 anos
24,55000,Aluguel,1,Reforma,B,7500,12.53,Não Inadimplente,0.14,N,2,4583,Até 25 anos
25,57000,Própria,4,Saúde,A,900,8.63,Não Inadimplente,0.02,N,4,4750,Até 25 anos
22,57000,Financiada,6,Educação,B,25000,9.01,Não Inadimplente,0.44,N,2,4750,Até 25 anos
25,57000,Financiada,5,Empreendimento,C,7250,10.59,Não Inadimplente,0.13,N,4,4750,Até 25 anos
26,57006,Financiada,10,Consolidação de Dividas,A,6000,6.17,Não Inadimplente,0.11,N,2,4750,26-35 anos
23,57000,Aluguel,8,Educação,C,7500,11.97,Não Inadimplente,0.13,N,4,4750,Até 25 anos
23,57600,Aluguel,5,Saúde,C,7500,13.85,Não Inadimplente,0.13,N,3,4800,Até 25 anos
26,57068,Própria,2,Empreendimento,C,1600,15.23,Não Inadimplente,0.03,S,4,4756,26-35 anos
22,52000,Aluguel,1,Reforma,D,7500,15.190242179616549,Inadimplente,0.14,S,4,4333,Até 25 anos
25,57120,Financiada,4,Saúde,B,25000,10.99,Não Inadimplente,0.44,N,4,4760,Até 25 anos
23,57188,Financiada,7,Empreendimento,A,17450,6.62,Não Inadimplente,0.31,N,3,4766,Até 25 anos
21,57192,Financiada,0,Saúde,A,8000,7.49,Não Inadimplente,0.14,N,3,4766,Até 25 anos
23,59000,Aluguel,7,Educação,A,7500,6.54,Não Inadimplente,0.13,N,2,4917,Até 25 anos
25,53000,Aluguel,3,Saúde,D,7500,12.92,Inadimplente,0.14,N,4,4417,Até 25 anos
21,57200,Financiada,5,Consolidação de Dividas,A,8000,6.03,Não Inadimplente,0.14,N,2,4767,Até 25 anos
22,57200,Financiada,7,Consolidação de Dividas,A,7500,7.51,Não Inadimplente,0.13,N,3,4767,Até 25 anos
25,57200,Financiada,1,Educação,A,2400,7.49,Não Inadimplente,0.04,N,2,4767,Até 25 anos
22,57200,Financiada,4,Educação,A,7000,7.51,Não Inadimplente,0.12,N,2,4767,Até 25 anos
25,60000,Aluguel,6,Saúde,C,7500,14.27,Não Inadimplente,0.13,S,2,5000,Até 25 anos
22,57204,Financiada,6,Educação,D,9000,15.58,Não Inadimplente,0.16,S,3,4767,Até 25 anos
22,60000,Aluguel,6,Saúde,B,7500,9.99,Não Inadimplente,0.13,N,3,5000,Até 25 anos
23,60000,Aluguel,4,Pessoal,A,7500,7.66,Não Inadimplente,0.13,N,2,5000,Até 25 anos
25,57400,Financiada,9,Consolidação de Dividas,A,8475,6.99,Não Inadimplente,0.15,N,2,4783,Até 25 anos
22,57400,Financiada,0,Educação,A,10500,7.75,Não Inadimplente,0.18,N,3,4783,Até 25 anos
24,57431,Financiada,8,Pessoal,A,4000,6.76,Não Inadimplente,0.07,N,3,4786,Até 25 anos
22,60000,Aluguel,3,Pessoal,A,7500,6.17,Não Inadimplente,0.13,N,3,5000,Até 25 anos
22,60000,Aluguel,1,Empreendimento,B,7500,9.83738138593829,Não Inadimplente,0.13,N,4,5000,Até 25 anos
23,57468,Financiada,8,Educação,B,14075,9.91,Não Inadimplente,0.24,N,2,4789,Até 25 anos
23,60000,Aluguel,8,Empreendimento,A,7500,9.07,Não Inadimplente,0.13,N,2,5000,Até 25 anos
21,57500,Financiada,6,Empreendimento,A,4000,7.9,Não Inadimplente,0.07,N,3,4792,Até 25 anos
22,60000,Aluguel,6,Educação,C,7500,11.34,Não Inadimplente,0.13,S,4,5000,Até 25 anos
21,61000,Aluguel,3,Educação,B,7500,10.39,Não Inadimplente,0.12,N,2,5083,Até 25 anos
26,64000,Aluguel,8,Consolidação de Dividas,B,7500,9.83,Não Inadimplente,0.12,N,3,5333,26-35 anos
25,57500,Financiada,5,Saúde,C,12275,14.098848653667595,Não Inadimplente,0.21,S,3,4792,Até 25 anos
26,57500,Financiada,2,Consolidação de Dividas,A,7750,6.76,Não Inadimplente,0.13,N,3,4792,26-35 anos
25,51500,Outros,1,Saúde,D,13000,16.07,Inadimplente,0.25,N,2,4292,Até 25 anos
26,66000,Aluguel,2,Educação,A,7500,6.62,Não Inadimplente,0.11,N,2,5500,26-35 anos
25,67000,Aluguel,7,Saúde,B,7500,12.18,Não Inadimplente,0.11,N,4,5583,Até 25 anos
23,57504,Financiada,1,Consolidação de Dividas,A,9000,6.54,Não Inadimplente,0.16,N,3,4792,Até 25 anos
23,57504,Financiada,7,Pessoal,A,10000,8.59,Não Inadimplente,0.17,N,2,4792,Até 25 anos
26,57550,Financiada,4,Consolidação de Dividas,A,3500,5.42,Não Inadimplente,0.06,N,4,4796,26-35 anos
22,57564,Financiada,6,Saúde,B,21000,11.48,Não Inadimplente,0.36,N,3,4797,Até 25 anos
22,67500,Aluguel,1,Empreendimento,B,7500,9.76,Não Inadimplente,0.11,N,2,5625,Até 25 anos
24,68000,Aluguel,0,Pessoal,B,7500,11.99,Não Inadimplente,0.11,N,2,5667,Até 25 anos
23,68000,Aluguel,1,Educação,B,7500,11.49,Não Inadimplente,0.11,N,3,5667,Até 25 anos
24,57600,Financiada,8,Reforma,A,10500,6.62,Não Inadimplente,0.18,N,3,4800,Até 25 anos
26,57600,Financiada,10,Saúde,B,1800,12.42,Não Inadimplente,0.03,N,3,4800,26-35 anos
23,57600,Financiada,4,Consolidação de Dividas,A,10000,6.03,Não Inadimplente,0.17,N,4,4800,Até 25 anos
22,57600,Própria,6,Empreendimento,A,6500,7.49,Não Inadimplente,0.11,N,3,4800,Até 25 anos
22,57600,Própria,4,Educação,A,1500,5.99,Não Inadimplente,0.03,N,3,4800,Até 25 anos
23,51600,Financiada,1,Pessoal,B,4800,10.99,Inadimplente,0.09,N,3,4300,Até 25 anos
24,57600,Financiada,4,Reforma,A,3300,5.42,Não Inadimplente,0.06,N,4,4800,Até 25 anos
23,62844,Aluguel,7,Reforma,C,7500,11.97,Inadimplente,0.12,N,4,5237,Até 25 anos
22,57600,Financiada,6,Empreendimento,B,6000,10.74,Não Inadimplente,0.1,N,3,4800,Até 25 anos
24,57600,Financiada,9,Empreendimento,B,6500,9.83738138593829,Não Inadimplente,0.11,N,2,4800,Até 25 anos
24,69996,Aluguel,5,Empreendimento,A,7500,7.49,Não Inadimplente,0.11,N,2,5833,Até 25 anos
23,64000,Aluguel,0,Reforma,D,7500,13.55,Inadimplente,0.12,N,3,5333,Até 25 anos
22,57600,Financiada,1,Pessoal,B,6000,10.0,Não Inadimplente,0.1,N,2,4800,Até 25 anos
22,57600,Financiada,2,Consolidação de Dividas,C,4000,14.098848653667595,Não Inadimplente,0.07,S,2,4800,Até 25 anos
23,57600,Financiada,6,Consolidação de Dividas,A,4000,5.42,Não Inadimplente,0.07,N,2,4800,Até 25 anos
23,57600,Financiada,7,Pessoal,A,5000,5.79,Não Inadimplente,0.09,N,3,4800,Até 25 anos
21,72000,Aluguel,1,Educação,C,7500,13.22,Não Inadimplente,0.1,N,3,6000,Até 25 anos
23,57600,Financiada,7,Consolidação de Dividas,A,4000,9.83738138593829,Não Inadimplente,0.07,N,3,4800,Até 25 anos
22,72000,Aluguel,3,Educação,C,7500,11.41,Não Inadimplente,0.1,N,3,6000,Até 25 anos
23,75000,Aluguel,8,Educação,C,7500,13.48,Não Inadimplente,0.1,S,3,6250,Até 25 anos
23,75000,Aluguel,4,Educação,B,7500,11.83,Não Inadimplente,0.1,N,2,6250,Até 25 anos
25,57600,Financiada,4,Pessoal,A,7000,7.88,Não Inadimplente,0.12,N,3,4800,Até 25 anos
23,57600,Financiada,7,Educação,C,10000,13.11,Não Inadimplente,0.17,N,3,4800,Até 25 anos
25,58650,Aluguel,5,Saúde,D,7500,15.37,Inadimplente,0.11,N,4,4888,Até 25 anos
24,79992,Aluguel,0,Consolidação de Dividas,B,7500,10.71,Não Inadimplente,0.09,N,4,6666,Até 25 anos
23,57600,Financiada,0,Empreendimento,B,1000,9.83738138593829,Não Inadimplente,0.02,N,2,4800,Até 25 anos
23,57664,Financiada,4,Educação,A,10000,6.62,Não Inadimplente,0.17,N,4,4805,Até 25 anos
25,74004,Aluguel,2,Consolidação de Dividas,D,7500,12.61,Inadimplente,0.1,S,4,6167,Até 25 anos
23,57700,Financiada,7,Pessoal,B,3500,10.65,Não Inadimplente,0.06,N,4,4808,Até 25 anos
21,57700,Financiada,5,Empreendimento,B,13500,9.91,Não Inadimplente,0.23,N,2,4808,Até 25 anos
25,57700,Financiada,9,Reforma,A,9000,9.83738138593829,Não Inadimplente,0.16,N,3,4808,Até 25 anos
22,76500,Aluguel,0,Reforma,D,7500,13.24,Inadimplente,0.1,S,4,6375,Até 25 anos
23,57738,Financiada,7,Educação,A,7000,7.14,Não Inadimplente,0.12,N,4,4812,Até 25 anos
23,57744,Financiada,7,Pessoal,B,2500,10.37,Não Inadimplente,0.04,N,2,4812,Até 25 anos
23,87000,Aluguel,1,Consolidação de Dividas,B,7500,10.33,Não Inadimplente,0.09,N,2,7250,Até 25 anos
23,90000,Aluguel,5,Empreendimento,D,7500,15.58,Não Inadimplente,0.08,S,3,7500,Até 25 anos
22,66300,Aluguel,3,Saúde,D,7500,14.96,Inadimplente,0.1,N,2,5525,Até 25 anos
23,90000,Aluguel,7,Educação,C,7500,11.03,Não Inadimplente,0.08,N,4,7500,Até 25 anos
23,57850,Financiada,8,Educação,B,4000,10.99,Não Inadimplente,0.07,N,2,4821,Até 25 anos
22,57860,Financiada,1,Educação,C,20000,11.41,Não Inadimplente,0.35,N,3,4822,Até 25 anos
22,57900,Financiada,3,Educação,A,4850,8.49,Não Inadimplente,0.08,N,2,4825,Até 25 anos
24,79500,Aluguel,2,Empreendimento,D,7500,16.89,Inadimplente,0.09,N,4,6625,Até 25 anos
22,57996,Financiada,4,Empreendimento,A,21250,6.91,Não Inadimplente,0.37,N,4,4833,Até 25 anos
24,100300,Aluguel,3,Saúde,B,7500,11.49,Não Inadimplente,0.07,N,4,8358,Até 25 anos
23,57996,Financiada,5,Educação,A,8800,7.51,Não Inadimplente,0.15,N,2,4833,Até 25 anos
23,115275,Aluguel,7,Consolidação de Dividas,C,7500,11.28,Não Inadimplente,0.07,S,4,9606,Até 25 anos
26,116600,Aluguel,2,Reforma,C,7500,11.59,Não Inadimplente,0.06,S,3,9717,26-35 anos
23,116700,Aluguel,2,Educação,C,7500,9.83738138593829,Não Inadimplente,0.06,N,4,9725,Até 25 anos
22,57996,Financiada,2,Empreendimento,B,2500,12.53,Não Inadimplente,0.04,N,3,4833,Até 25 anos
26,108000,Aluguel,2,Consolidação de Dividas,D,7500,16.77,Inadimplente,0.07,S,3,9000,26-35 anos
24,57996,Financiada,5,Reforma,B,2400,11.89,Não Inadimplente,0.04,N,4,4833,Até 25 anos
25,125000,Aluguel,3,Reforma,B,7500,12.69,Não Inadimplente,0.06,N,4,10417,Até 25 anos
26,51996,Financiada,2,Saúde,E,6500,15.68,Inadimplente,0.13,N,4,4333,26-35 anos
23,57996,Financiada,7,Consolidação de Dividas,A,7200,9.83738138593829,Não Inadimplente,0.12,N,2,4833,Até 25 anos
26,230000,Aluguel,0,Educação,A,7500,8.0,Não Inadimplente,0.03,N,2,19167,26-35 anos
26,58000,Financiada,5,Saúde,B,31300,11.71,Não Inadimplente,0.54,N,3,4833,26-35 anos
26,50000,Aluguel,3,Educação,B,7525,11.49,Não Inadimplente,0.15,N,2,4167,26-35 anos
24,20400,Aluguel,3,Empreendimento,C,7550,14.79,Inadimplente,0.37,N,4,1700,Até 25 anos
25,58000,Financiada,7,Consolidação de Dividas,B,7200,11.71,Não Inadimplente,0.12,N,3,4833,Até 25 anos
24,58000,Financiada,8,Consolidação de Dividas,A,15700,7.9,Não Inadimplente,0.27,N,3,4833,Até 25 anos
24,58000,Financiada,3,Educação,D,11000,16.77,Não Inadimplente,0.19,N,4,4833,Até 25 anos
22,70000,Aluguel,4,Empreendimento,A,7550,7.51,Não Inadimplente,0.11,N,2,5833,Até 25 anos
26,56950,Aluguel,10,Saúde,B,7550,9.99,Inadimplente,0.11,N,3,4746,26-35 anos
24,58000,Financiada,3,Pessoal,D,15000,9.83738138593829,Não Inadimplente,0.26,N,4,4833,Até 25 anos
25,54000,Aluguel,7,Reforma,A,7575,6.99,Não Inadimplente,0.14,N,4,4500,Até 25 anos
22,58000,Própria,6,Saúde,B,20000,11.99,Não Inadimplente,0.34,N,4,4833,Até 25 anos
26,58000,Financiada,0,Empreendimento,B,11600,11.99,Não Inadimplente,0.2,N,3,4833,26-35 anos
22,52000,Financiada,6,Consolidação de Dividas,D,14825,15.62,Inadimplente,0.29,N,3,4333,Até 25 anos
25,41412,Aluguel,4,Saúde,B,7600,11.12,Não Inadimplente,0.18,N,3,3451,Até 25 anos
25,39000,Aluguel,3,Saúde,C,7600,12.84,Inadimplente,0.19,N,3,3250,Até 25 anos
22,49000,Aluguel,0,Educação,D,7600,15.62,Inadimplente,0.16,N,4,4083,Até 25 anos
25,60000,Aluguel,1,Reforma,B,7600,12.21,Não Inadimplente,0.13,N,4,5000,Até 25 anos
26,67000,Aluguel,2,Empreendimento,B,7600,10.0,Não Inadimplente,0.11,N,4,5583,26-35 anos
24,58000,Financiada,5,Consolidação de Dividas,A,7000,6.99,Não Inadimplente,0.12,N,4,4833,Até 25 anos
25,61680,Aluguel,1,Empreendimento,C,7600,13.23,Inadimplente,0.12,N,4,5140,Até 25 anos
26,58000,Financiada,5,Pessoal,A,10000,9.83738138593829,Não Inadimplente,0.17,N,4,4833,26-35 anos
24,58000,Financiada,3,Reforma,A,6000,5.42,Não Inadimplente,0.1,N,4,4833,Até 25 anos
24,58000,Financiada,8,Consolidação de Dividas,A,3000,5.42,Não Inadimplente,0.05,N,4,4833,Até 25 anos
21,58000,Financiada,3,Educação,A,4500,6.92,Não Inadimplente,0.08,N,4,4833,Até 25 anos
24,76554,Aluguel,8,Reforma,D,7600,12.61,Não Inadimplente,0.1,N,2,6380,Até 25 anos
23,57000,Aluguel,5,Empreendimento,B,7650,11.71,Não Inadimplente,0.13,N,4,4750,Até 25 anos
26,58000,Financiada,2,Pessoal,A,3000,6.92,Não Inadimplente,0.05,N,4,4833,26-35 anos
25,65000,Aluguel,6,Pessoal,D,7675,15.33,Não Inadimplente,0.12,S,3,5417,Até 25 anos
22,23400,Aluguel,4,Educação,A,7700,5.99,Inadimplente,0.33,N,2,1950,Até 25 anos
24,52000,Financiada,8,Educação,D,5000,15.28,Inadimplente,0.1,N,4,4333,Até 25 anos
25,24000,Aluguel,6,Pessoal,A,7700,8.9,Inadimplente,0.32,N,3,2000,Até 25 anos
24,58000,Financiada,8,Educação,C,8000,13.43,Não Inadimplente,0.14,N,4,4833,Até 25 anos
22,58000,Financiada,1,Empreendimento,A,4000,7.29,Não Inadimplente,0.07,N,3,4833,Até 25 anos
23,29772,Aluguel,3,Pessoal,D,7700,16.77,Inadimplente,0.26,S,4,2481,Até 25 anos
22,58000,Própria,6,Educação,D,10000,14.83,Não Inadimplente,0.17,N,2,4833,Até 25 anos
22,58000,Financiada,4,Saúde,A,11050,6.54,Não Inadimplente,0.19,N,4,4833,Até 25 anos
25,58000,Financiada,9,Saúde,A,8500,7.14,Não Inadimplente,0.15,N,3,4833,Até 25 anos
24,96408,Aluguel,1,Educação,C,7700,12.53,Não Inadimplente,0.08,S,4,8034,Até 25 anos
22,19680,Aluguel,2,Educação,D,7750,14.83,Inadimplente,0.39,S,3,1640,Até 25 anos
22,23000,Aluguel,2,Educação,C,7750,15.190242179616549,Inadimplente,0.34,S,4,1917,Até 25 anos
24,24000,Aluguel,0,Reforma,D,7750,17.27,Inadimplente,0.32,N,3,2000,Até 25 anos
23,58000,Financiada,8,Empreendimento,C,8000,13.61,Não Inadimplente,0.14,S,3,4833,Até 25 anos
26,24000,Aluguel,1,Consolidação de Dividas,C,7750,14.35,Inadimplente,0.32,N,3,2000,26-35 anos
23,58000,Própria,4,Saúde,C,6400,13.48,Não Inadimplente,0.11,S,3,4833,Até 25 anos
21,26000,Aluguel,2,Saúde,E,7750,16.7,Inadimplente,0.3,S,2,2167,Até 25 anos
25,58000,Financiada,8,Reforma,C,17500,13.11,Não Inadimplente,0.3,S,4,4833,Até 25 anos
21,26000,Aluguel,4,Educação,C,7750,13.16,Não Inadimplente,0.3,S,3,2167,Até 25 anos
23,58000,Própria,4,Saúde,B,15000,10.25,Não Inadimplente,0.26,N,3,4833,Até 25 anos
26,58000,Financiada,10,Empreendimento,B,5000,10.62,Não Inadimplente,0.09,N,2,4833,26-35 anos
23,58000,Financiada,3,Consolidação de Dividas,A,5000,7.14,Não Inadimplente,0.09,N,2,4833,Até 25 anos
26,29760,Aluguel,6,Saúde,B,7750,9.62,Não Inadimplente,0.26,N,4,2480,26-35 anos
24,30000,Aluguel,6,Educação,E,7750,14.098848653667595,Não Inadimplente,0.26,S,2,2500,Até 25 anos
24,33000,Aluguel,2,Empreendimento,F,7750,12.118277554663097,Inadimplente,0.23,N,2,2750,Até 25 anos
23,29000,Aluguel,6,Saúde,D,7750,14.59,Inadimplente,0.27,S,3,2417,Até 25 anos
23,58000,Financiada,0,Educação,A,9600,7.51,Não Inadimplente,0.17,N,3,4833,Até 25 anos
25,58000,Financiada,9,Saúde,B,10400,12.18,Não Inadimplente,0.18,N,2,4833,Até 25 anos
22,52000,Financiada,6,Empreendimento,D,6000,15.190242179616549,Inadimplente,0.12,S,3,4333,Até 25 anos
23,52000,Financiada,7,Pessoal,B,5000,11.48,Inadimplente,0.1,N,2,4333,Até 25 anos
22,48000,Aluguel,1,Pessoal,A,7750,7.74,Não Inadimplente,0.16,N,2,4000,Até 25 anos
25,49000,Aluguel,2,Saúde,A,7750,9.63,Não Inadimplente,0.16,N,4,4083,Até 25 anos
25,100000,Aluguel,9,Pessoal,B,7750,9.99,Inadimplente,0.08,N,4,8333,Até 25 anos
24,58000,Financiada,6,Consolidação de Dividas,A,2200,7.4,Não Inadimplente,0.04,N,3,4833,Até 25 anos
22,33000,Aluguel,5,Consolidação de Dividas,B,7800,10.99,Não Inadimplente,0.24,N,3,2750,Até 25 anos
24,58000,Financiada,0,Reforma,A,3500,7.68,Não Inadimplente,0.06,N,2,4833,Até 25 anos
23,33000,Aluguel,0,Pessoal,B,7800,10.95,Inadimplente,0.24,N,2,2750,Até 25 anos
24,33600,Aluguel,1,Pessoal,D,7800,16.49,Inadimplente,0.23,N,4,2800,Até 25 anos
25,58000,Financiada,4,Saúde,B,17000,10.95,Não Inadimplente,0.29,N,4,4833,Até 25 anos
22,58000,Própria,5,Educação,C,4500,13.16,Não Inadimplente,0.08,N,2,4833,Até 25 anos
21,34000,Aluguel,5,Consolidação de Dividas,C,7800,13.79,Inadimplente,0.23,N,2,2833,Até 25 anos
26,36000,Aluguel,3,Empreendimento,C,7800,14.27,Não Inadimplente,0.22,N,2,3000,26-35 anos
23,58000,Outros,0,Empreendimento,B,16000,12.21,Não Inadimplente,0.28,N,4,4833,Até 25 anos
22,58000,Outros,3,Consolidação de Dividas,C,15000,13.79,Não Inadimplente,0.26,S,4,4833,Até 25 anos
26,38000,Aluguel,6,Empreendimento,B,7800,12.53,Não Inadimplente,0.21,N,4,3167,26-35 anos
26,58000,Financiada,5,Saúde,C,12000,13.16,Não Inadimplente,0.21,S,4,4833,26-35 anos
24,40000,Aluguel,1,Saúde,A,7800,9.83738138593829,Não Inadimplente,0.2,N,2,3333,Até 25 anos
25,58000,Financiada,2,Pessoal,D,2750,12.86,Não Inadimplente,0.05,S,4,4833,Até 25 anos
25,58000,Financiada,5,Reforma,D,10000,13.24,Não Inadimplente,0.17,N,4,4833,Até 25 anos
22,52000,Financiada,6,Educação,D,10000,13.87,Inadimplente,0.19,S,2,4333,Até 25 anos
25,43000,Aluguel,2,Empreendimento,A,7800,7.14,Não Inadimplente,0.18,N,3,3583,Até 25 anos
25,58000,Financiada,5,Educação,A,3150,6.17,Não Inadimplente,0.05,N,4,4833,Até 25 anos
26,43000,Aluguel,5,Saúde,A,7800,7.88,Não Inadimplente,0.18,N,2,3583,26-35 anos
23,43955,Aluguel,7,Educação,D,7800,15.62,Não Inadimplente,0.18,N,3,3663,Até 25 anos
23,45000,Aluguel,0,Consolidação de Dividas,B,7800,12.69,Não Inadimplente,0.17,N,4,3750,Até 25 anos
24,45000,Aluguel,3,Pessoal,A,7800,7.51,Não Inadimplente,0.17,N,3,3750,Até 25 anos
24,54000,Aluguel,2,Consolidação de Dividas,A,7800,7.9,Não Inadimplente,0.14,N,4,4500,Até 25 anos
26,58125,Financiada,10,Empreendimento,B,6000,10.25,Não Inadimplente,0.1,N,2,4844,26-35 anos
24,49000,Aluguel,2,Empreendimento,D,7800,15.62,Inadimplente,0.16,N,2,4083,Até 25 anos
25,59000,Aluguel,2,Empreendimento,B,7800,12.21,Não Inadimplente,0.13,N,2,4917,Até 25 anos
22,60000,Aluguel,6,Empreendimento,D,7800,15.21,Não Inadimplente,0.13,N,4,5000,Até 25 anos
